A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
0.523899993320974	0.612512075849822	0.570121466241825	0.522836415226931	0.616950673802036	0.554171702546215	0.517223294053612	0.62135364925046	0.596194647138955	0.553427084613282	0.582303513034319	0.593787098238216	1.71568059018915	1.70645045399282	1.67662733912769	1.70163309084928	1.74183475706469	1.60384269182357	1.6418964739711	1.65561357317249	1.75107769244363	1.92237107873858	1.80015870663841	1.84948471757626	0.635607011549426	0.598556945832179	0.643883721909063	0.637509332538719	0.630017336666359	0.652100513971389	0.647395681694357	0.61520030063097	0.682753820065515	0.69540139464997	0.667232036117332	0.644379548650988	0.591407016609874	0.654236674894138	0.602038266866202	0.665252750131777	0.638211135506844	0.66723407492518	0.640127558250418	0.691927152809864	0.675158298061317	0.687818332027066	0.68978697090497	0.619959954185693	1.67075613886094	1.73219561336062	1.70561963979475	1.74817726174563	1.87316682993609	1.77040287243227	1.7217386811753	1.77865279512212	1.76357128040201	1.86054751549375	1.84919520686184	1.94468084688249	0.625797457489396	0.633687020892117	0.644981393401009	0.599710684539945	0.663626630972338	0.632618062610697	0.58651314153849	0.565114210800672	0.611069506030255	0.641422314501005	0.569501895190236	0.582354256696313	1.6133401383822	1.75381671752032	1.7191988929322	1.80495228369038	1.71484241362942	2.71616890804708	1.58364048465898	1.57282778050418	1.77828807505153	1.64299527813407	1.74272526302586	2.07722057360253	0.566323903457156	0.611845952019037	0.617176585038305	0.576156507372578	0.584823083099595	0.595623384506654	0.528701046001722	0.590782235271562	0.55388355103703	0.552791826067974	0.594550971578602	0.530461499944924
0.523841762800432	0.616726828931877	0.561796408057984	0.522778302921137	0.616882100869524	0.554110107380877	0.517165805635911	0.621284586935327	0.600239633285641	0.549108901330847	0.586683351187463	0.584371147045218	1.7549768742692	1.73979907067775	1.70875793392623	1.74073829035603	1.7841202051424	1.63819312389078	1.6956670712502	1.70630563395111	1.799072518998	1.96792310651037	1.8608268074307	1.90878567686052	0.639859742787599	0.594362856593777	0.643812155417798	0.6297119685198	0.629947311398306	0.659565971463568	0.647323724855222	0.607442733582023	0.674785679224913	0.699414232182442	0.675711195107085	0.630791000894665	0.599911478333537	0.658252445619046	0.609840274999992	0.672824564073702	0.638140199513123	0.678341361295243	0.640056409249835	0.69185024637963	0.678985439712021	0.69583295459212	0.685478943855717	0.615431367182216	1.72611373506174	1.78090672158382	1.77599951677978	1.78606546466176	1.90286608996265	1.80731733430713	1.7513577130442	1.82007851309513	1.80610018805338	1.90866132340499	1.88689607105111	1.99329823321916	0.621442067335983	0.629528779344639	0.640977338324221	0.611102156786478	0.663552870093048	0.63254774827674	0.578977287597796	0.56505139939567	0.611001586778723	0.649418310450282	0.565220488383933	0.573399616075391	1.6780332302847	1.79900966274315	1.77458779927228	1.87030881504243	1.76764325902962	2.85485317602273	1.63247637582612	1.61856985414576	1.82911724254206	1.68754264548864	1.79353244797399	2.15308630783682	0.570650589275591	0.611777946466962	0.621141376603339	0.572173466087831	0.588605167022581	0.59937487844982	0.524811504570023	0.582943970296663	0.549837694123527	0.548605541646766	0.598792750251782	0.53040254012499
0.524016493208304	0.625501064155023	0.566116021437021	0.526975347944296	0.621043579007892	0.562157305596289	0.517338309240193	0.629511101403092	0.604552470055568	0.566324365958195	0.591325085391426	0.584566067374453	1.77750686008199	1.74457313127743	1.72953267345146	1.75704185412208	1.80403039783026	1.65792854744966	1.71165299754766	1.71470452537681	1.80770684593064	1.9727414240499	1.86579667454407	1.9277381011381	0.640073171654439	0.594561109714722	0.648002385734056	0.637651095788115	0.637749660080351	0.652245521868647	0.65132643816662406	0.63072049659805	0.682905644352832	0.699647525788907	0.684492756042402	0.649030003449828	0.608684579746032	0.662561917789291	0.610043690702127	0.676873113145008	0.642108071119942	0.682296018540741	0.655246974505651	0.692081016975488	0.679211919178236	0.704158881419897	0.681474819377214	0.629020092618553	1.74805947491532	1.79780736563692	1.77659191154855	1.78666121698486	1.89602147140421	1.8301943458503	1.7817621184916	1.83582644545938	1.83778572232136	1.90124175353941	1.9043783638783	2.01172688710543	0.638798293515904	0.63382793417228	0.637257461726769	0.607485324211022	0.667524346672621	0.640202947972549	0.5903801710473	0.56523987551288	0.615098396155601	0.657704964027882	0.569628535593881	0.586930194234479	1.70455059059992	1.82850255208484	1.80297893208746	1.88250547463148	1.78337834629969	2.91968528625778	1.65942083349256	1.64207589719721	1.85721263102868	1.71657962606737	1.81113665671586	2.15828224652261	0.575231972253611	0.611982008490467	0.63345276675419	0.591965809937101	0.596498237934018	0.614850569271388	0.540314665390885	0.598688801005878	0.557992397787892	0.565293462766015	0.603301779820932	0.544184106907155
0.515632231919768	0.621908273091628	0.570882982002611	0.515480364689621	0.609854563095591	0.554911914081228	0.51396061491340606	0.634225907691512	0.592873844626959	0.558429075201815	0.583081300451551	0.571171575107248	1.78387910026405	1.7633084060656	1.74359424758192	1.75506243511669	1.80217110549993	1.65977397103319	1.70583941902443	1.71269397311042	1.82178386793899	2.00410302964406	1.89399758651173	1.94821997201225	0.640785630661178	0.599356443088411	0.652703578839078	0.634492043954051	0.646060266512714	0.660520374583451	0.655842376195834	0.616022028548109	0.683665779753937	0.70861839362133	0.67668896063874	0.658776736896624	0.605070802055165	0.667393869541318	0.614662879218412	0.68145491499124	0.6428227951528	0.69425310332834	0.670970121645405	0.708078862319009	0.687783661400643	0.708994035343695	0.686470843485072	0.634186324671854	1.76284134911733	1.80797086851769	1.79427423636908	1.79627743205157	1.91310722495308	1.83223151676064	1.79867214803165	1.85302757330883	1.83205197544226	1.91545566622823	1.92336977495503	2.01841189428582	0.622341304521576	0.634533441668019	0.63796678659512	0.611986431946565	0.672021680289398	0.629736807639825	0.583555843013861	0.573464554787514	0.623577791857692	0.654397539269143	0.574486738067348	0.587583500327795	1.7107790169388	1.84293424355138	1.8248644249502	1.88846276886337	1.78157285063163	2.96807704057643	1.65749233319237	1.65156758310394	1.85141816629182	1.72663490848064	1.83017750963745	2.19654659774665	0.571476330333091	0.616859509972608	0.622040178684354	0.573001410773844	0.597162194120499	0.607888568646477	0.525570915696404	0.591571347785282	0.56260360933654	0.55766100583471	0.5910310225542	0.531170041574414
0.52023181426646	0.622046751887685	0.562734611812256	0.519623245811235	0.613951299649214	0.555035474961673	0.514075057268097	0.626337133972197	0.588887740494292	0.56281719878875	0.57875909445607	0.571298756486697	1.80185542667602	1.77629884142241	1.77230698630032	1.77513320792862	1.82191328481747	1.67167237312544	1.73324085065826	1.73659571969104	1.83827945973216	2.01705144915538	1.91183927129846	1.93031356954309	0.636597714974241	0.599489900323567	0.64090653165172	0.642372734093616	0.630999327616407	0.656892159845742	0.652196613768717	0.62386116961028	0.679865292879977	0.708776179948122	0.663988286979903	0.636357554769243	0.605205531692675	0.675733164685863	0.614799744700313	0.689265176916826	0.654246030010279	0.694407690971032	0.671119524923438	0.708236528509684	0.687936808508503	0.713204225900733	0.695100548057486	0.629860466823789	1.78035275022052	1.82061980033122	1.790746684232	1.78141900707776	1.90229922763324	1.84379145975126	1.77667751632287	1.85344018243226	1.84413156381105	1.90378182268242	1.93645472803971	2.04554236783482	0.618186888451244	0.634674731679524	0.634169907441338	0.615948475090397	0.66841616276704	0.626149951951296	0.594910463821325	0.573592246739148	0.615920170899964	0.658583661374612	0.574614657626036	0.596619095341199	1.71549202454918	1.86814293312122	1.83720072407353	1.91205980575218	1.80092666352141	3.01765256763004	1.66541425422666	1.66726644868439	1.86755722356127	1.73109245483292	1.83909943042735	2.210486937765	0.571603579571642	0.629588655840711	0.630258937641008	0.58883118883525	0.601148673359692	0.611847997674362	0.533362235979855	0.599488652443428	0.56272888290798	0.566048697853211	0.60410779422283	0.544911139782115
0.524716582043585	0.626336736919425	0.571010099121739	0.523651346179188	0.625834238276044	0.562908350760746	0.506166219832281	0.642397067756333	0.593005858397751	0.558553419239936	0.592115098865563	0.575981540153206	1.8150397341227	1.78049818497858	1.77230698630032	1.77906924877539	1.8335178894514	1.67935818034726	1.73324085065826	1.74835596901144	1.84632442954681	2.02538638093696	1.92054924778373	1.95323894280109	0.645258910690428	0.607758694457757	0.648868120384335	0.642372734093616	0.64620412317415	0.653116925371478	0.659780264984587	0.627712184442096	0.703581481815363	0.708776179948122	0.681123439669551	0.649897111002867	0.618082293406838	0.671637792234035	0.622681809434958	0.689265176916826	0.650485996984985	0.694407690971032	0.671119524923438	0.700621056350261	0.703571725661546	0.721308810352951	0.703577341122173	0.634327537391666	1.77179331345751	1.83286604224407	1.80645499942596	1.79667740475967	1.90229922763324	1.84379145975126	1.8028051769057	1.85723044819002	1.85191277714171	1.91184880056498	1.93223575873227	2.04554236783482	0.631065805594738	0.630580096611414	0.638108841101153	0.615948475090397	0.672171317715425	0.637331184887048	0.594910463821325	0.581189511192902	0.619818435011602	0.662624013656661	0.578839752890531	0.592166715725872	1.74148423341507	1.87640911805148	1.83720072407353	1.92364807450065	1.80471806371566	3.04399123340007	1.67296710549182	1.66726644868439	1.87542057009383	1.75145831248148	1.84335663024453	2.21497068454928	0.558412692393313	0.621194166143396	0.634299063035759	0.584905641526021	0.601148673359692	0.611847997674362	0.52568794328841	0.595595833626944	0.56272888290798	0.553653447707358	0.599792738144654	0.526747393526706
0.51649458931510706	0.618652166339625	0.571837742257939	0.536512105521341	0.622774662682237	0.559782107405439	0.510860026252402	0.631265787269418	0.60211349990756	0.567902926460922	0.58851489693763	0.581505903341872	1.80886827946813	1.77887347459651	1.76677137403992	1.77770615159046	1.82068033860044	1.67409535683049	1.73188721829617	1.74303864645231	1.84900056039575	2.03666906353416	1.92769414974222	1.95607003949597	0.646194172797572	0.604499212750912	0.66176824983958	0.647179154837709	0.647140755307194	0.661625046856698	0.668331274923395	0.632478553506841	0.69272599678412	0.718009361034459	0.690690708058739	0.655358822877826	0.623276583172817	0.676712597302756	0.635424524589055	0.701768631788122	0.666490824052551	0.699152976193994	0.683356340926307	0.716889526205205	0.696762719027505	0.730470633531054	0.717330836785933	0.635246955162442	1.77864728091232	1.83961073910401	1.81693888375294	1.80310164701423	1.91630675760715	1.86135475727841	1.81663202833305	1.87510542466134	1.86628557509917	1.93077701855896	1.93926149707355	2.05741367144245	0.631980495690929	0.631494082703057	0.635089096737439	0.613009934731624	0.67690618546843	0.630789996636881	0.599519770672572	0.582031908745082	0.620716822753284	0.659538236867741	0.583909963889892	0.593025024043905	1.74400840500994	1.87912885475955	1.85181076982422	1.93417276402375	1.82252158472783	3.06347569053528	1.67917397876131	1.67735977135659	1.88207630274678	1.74175976031323	1.85881845692708	2.2271616362866	0.568028747407802	0.634704533391896	0.63926442083653	0.581822188232269	0.605879096471731	0.620394005398377	0.537977990557545	0.604255977854956	0.571538044146996	0.571006869576216	0.596340789421464	0.536605888990099
0.507568701237102	0.62301783290089	0.57190150650217	0.524468821518897	0.610942617623862	0.555901944258001	0.506956399033625	0.639378652308904	0.593931603493377	0.563695816182042	0.584121588231125	0.572190614491917	1.80906998199706	1.7832777316545	1.78317910884644	1.78184656473021	1.83638020551433	1.6896776423222	1.7359466236187	1.75108533827618	1.84114920911176	2.03272219583038	1.93227100271902	1.95628815613731	0.667952963442569	0.616989229706545	0.673803068443992	0.65887858570424	0.65863430109903	0.676823335130361	0.672203572383599	0.64797712955006	0.716556510219651	0.730399493882802	0.699348704956039	0.668992536463672	0.627645037806556	0.689093296367079	0.635495379241663	0.705682095803164	0.66656514283311	0.710448542933799	0.694697923745451	0.728410505903031	0.712499795082711	0.730552086545498	0.721655866137852	0.653214080192404	1.79599109785486	1.83572734070431	1.8250079049862	1.80330270651992	1.92027106118662	1.85039293857291	1.80188119735909	1.87531451313421	1.86649368009194	1.92291274354529	1.95215395165118	2.05764308866719	0.640650295704956	0.643867694386693	0.631214831233902	0.616910036046158	0.684503643118167	0.630860334504481	0.592091799553905	0.582096809716173	0.62469033029098	0.667705156594215	0.579743383191654	0.593091150830707	1.74420287517107	1.88761736757707	1.86794859375227	1.93051987977228	1.8189274907314	3.08642850160336	1.69827293818245	1.68522439077959	1.89016190419738	1.7501129719267	1.85902572927954	2.24986371364148	0.576899683145515	0.6305715105666	0.643382136126058	0.593682035523449	0.609806239726648	0.61280315734959	0.538037979182719	0.596525621948841	0.583593422190512	0.566932359959583	0.613694455296367	0.550309815161755
0.520463594981214	0.622323894570638	0.571264503264809	0.523884650410054	0.618187598743942	0.559220953588704	0.506391733853146	0.642683277187278	0.605629863631074	0.571599311131149	0.587924939923547	0.57623815923993	1.83343534167096	1.81069961766265	1.78524116798876	1.78379956476223	1.84594444452257	1.69548496722686	1.74946087553108	1.75305682550976	1.85117130604	2.03879672638326	1.94754648807814	1.9816317447786	0.654211392990508	0.624574484397593	0.66110485997006	0.654273247325137	0.646492028775921	0.672292549944447	0.671454849313445	0.635697255694167	0.699940529570016	0.721388378234836	0.69428403578885	0.659216997580671	0.635534221287389	0.692422958028769	0.642673119457096	0.697234147068071	0.669584408282526	0.705922184211203	0.693924145706082	0.723789745095836	0.703885190453554	0.729738372927158	0.716611748176992	0.648017390716127	1.79399066223685	1.85818626855206	1.83083280635468	1.81274308058925	1.91063953877669	1.86692679675899	1.82601338898646	1.88460158775854	1.87609167974972	1.9409472547913	1.95420042556552	2.0642489338766	0.648526468914251	0.639054016663251	0.646274517156992	0.620050378916903	0.683741219813291	0.63015766093074	0.591432307685388	0.585248746876669	0.63179447416747	0.675045805547679	0.579097645406856	0.6057936357501	1.74226012302675	1.88964980941779	1.84995442131359	1.92450512421083	1.82448768656368	3.10181238297714	1.6850469063905	1.67567830132516	1.89592342786785	1.76038855031164	1.87825045277536	2.26081497268725	0.567459326743214	0.625670043832772	0.638623589940169	0.593020772396334	0.601416505248024	0.612120596470386	0.541277578583829	0.60365024118747	0.574957831260209	0.566300891525678	0.604376944498715	0.545153915963795
0.51160408833205	0.62675541120881	0.567251280838299	0.524001380501501	0.610398105486942	0.551467475531143	0.51046162828184	0.63880879611255	0.605764807896589	0.550393581247063	0.583600980754983	0.566994726812715	1.81625299597706	1.79849673293914	1.7815898226531801	1.78813569644841	1.83861429025473	1.68432621837258	1.73439943411458	1.765215545769	1.85158377736487	2.05176175861877	1.94362242052355	1.96372081747998	0.658690654660225	0.616439328432297	0.673202530949835	0.654419030134256	0.65424352901764	0.672442347749693	0.679193180966695	0.643546020787161	0.711962508799958	0.725648814668746	0.698725399514901	0.659363881938421	0.631380762435539	0.672086747977506	0.627041650578504	0.705053145628651	0.654683360244243	0.702343605911994	0.686575239254165	0.716330454605001	0.704042027617202	0.725845941246368	0.716771421026408	0.639221666462571	1.80723807348429	1.85451541794483	1.82338133822596	1.79406118628355	1.92605391870612	1.86734277866557	1.82268535029195	1.88122870854055	1.87650970374253	1.93330735942236	1.95463585346783	2.06470888239128	0.635783501961309	0.635098979494818	0.642476951080995	0.616360205354495	0.668862965014878	0.634027639399045	0.595308131243666	0.57397566401638	0.620232752147305	0.659023891094782	0.583454597385076	0.592562549091999	1.74698329554998	1.88593499915677	1.85434593336067	1.93652972339148	1.82110027778787	3.11756414710118	1.68920131245607	1.67988703909362	1.89241151254951	1.7485531564437	1.85736884360282	2.23888499963279	0.571985667525901	0.62580945337908	0.634723059735649	0.589224792571103	0.605406597176354	0.619910186543899	0.529879078635416	0.599889380152281	0.571092325975312	0.566427072651241	0.6045116095933	0.540731370677347
